cds	logFC	adj.P.Val	focus_term	sseqid	evalue	pident	ppos	salltitles
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR177348_c0_g1_i1:641-1978(-)	4.58482308543861	0.0179236887202604	R_cType	gb|ABD60282.1|	0	91.746	93.97	R2R3-MYB transcription factor MYB3 [Pinus taeda]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR177348_c0_g1_i1:641-1978(-)	4.58482308543861	0.0179236887202604	R_cType	gb|ABQ51219.1|	0	99.265	99.63	R2R3-MYB transcription factor MYB3 [Picea glauca]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR177348_c0_g1_i1:641-1978(-)	4.58482308543861	0.0179236887202604	R_cType	gb|ASR18127.1|	2.7e-125	51.406	62.65	R2R3MYB42 [Ginkgo biloba]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR177348_c0_g1_i1:641-1978(-)	4.58482308543861	0.0179236887202604	R_cType	gb|ABD60294.2|	1.72e-109	100	100	R2R3-MYB transcription factor MYB3, partial [Picea glauca]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR177348_c0_g1_i1:641-1978(-)	4.58482308543861	0.0179236887202604	R_cType	gb|ASR18107.1|	2.05e-80	72.159	83.52	R2R3MYB22 [Ginkgo biloba]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR177348_c0_g1_i1:641-1978(-)	4.58482308543861	0.0179236887202604	R_cType	ref|XP_024388422.1|	3.05e-76	74.839	85.16	uncharacterized protein LOC112288463 [Physcomitrium patens]<>hypothetical protein PHYPA_000072 [Physcomitrium patens]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR177348_c0_g1_i1:641-1978(-)	4.58482308543861	0.0179236887202604	R_cType	gb|KAG0605468.1|	1.93e-72	65.385	75.27	hypothetical protein M758_9G062000 [Ceratodon purpureus]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR177348_c0_g1_i1:641-1978(-)	4.58482308543861	0.0179236887202604	R_cType	gb|KAG0561633.1|	2.01e-72	65.385	75.27	hypothetical protein KC19_9G080000 [Ceratodon purpureus]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR177348_c0_g1_i1:641-1978(-)	4.58482308543861	0.0179236887202604	R_cType	gb|RWR90206.1|	3.43e-72	75.658	83.55	transcription factor MYB23 [Cinnamomum micranthum f. kanehirae]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR177348_c0_g1_i1:641-1978(-)	4.58482308543861	0.0179236887202604	R_cType	gb|RWR72934.1|	1.23e-71	74	85.33	transcription factor MYB44-like protein [Cinnamomum micranthum f. kanehirae]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR177358_c0_g1_i1:1-1596(-)	3.66409987207344	0.017731751892293	R_cType	ref|XP_027908997.1|	1.01e-149	46.898	61.31	inactive leucine-rich repeat receptor-like serine/threonine-protein kinase At1g60630 [Vigna unguiculata]<>inactive leucine-rich repeat receptor-like serine/threonine-protein kinase At1g60630 [Vigna unguiculata]<>inactive leucine-rich repeat receptor-like serine/threonine-protein kinase At1g60630 [Vigna unguiculata]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR177358_c0_g1_i1:1-1596(-)	3.66409987207344	0.017731751892293	R_cType	ref|XP_013653118.1|	1.18e-148	47.092	62.85	inactive leucine-rich repeat receptor-like serine/threonine-protein kinase At1g60630 [Brassica napus]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR177358_c0_g1_i1:1-1596(-)	3.66409987207344	0.017731751892293	R_cType	gb|KAF9673861.1|	1.32e-148	47.794	62.5	hypothetical protein SADUNF_Sadunf10G0067800 [Salix dunnii]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR177358_c0_g1_i1:1-1596(-)	3.66409987207344	0.017731751892293	R_cType	ref|XP_027354692.1|	2.38e-148	48.015	63.14	inactive leucine-rich repeat receptor-like serine/threonine-protein kinase At1g60630 [Abrus precatorius]<>inactive leucine-rich repeat receptor-like serine/threonine-protein kinase At1g60630 [Abrus precatorius]<>inactive leucine-rich repeat receptor-like serine/threonine-protein kinase At1g60630 [Abrus precatorius]<>inactive leucine-rich repeat receptor-like serine/threonine-protein kinase At1g60630 [Abrus precatorius]<>inactive leucine-rich repeat receptor-like serine/threonine-protein kinase At1g60630 [Abrus precatorius]<>inactive leucine-rich repeat receptor-like serine/threonine-protein kinase At1g60630 [Abrus precatorius]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR177358_c0_g1_i1:1-1596(-)	3.66409987207344	0.017731751892293	R_cType	gb|QCD88722.1|	5.2e-148	46.898	61.31	protein brassinosteroid insensitive 1 [Vigna unguiculata]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR177358_c0_g1_i1:1-1596(-)	3.66409987207344	0.017731751892293	R_cType	ref|XP_017433557.1|	8.51e-148	46.364	60.73	PREDICTED: inactive leucine-rich repeat receptor-like serine/threonine-protein kinase At1g60630 [Vigna angularis]<>PREDICTED: inactive leucine-rich repeat receptor-like serine/threonine-protein kinase At1g60630 [Vigna angularis]<>Inactive leucine-rich repeat receptor-like serine/threonine-protein [Vigna angularis]<>hypothetical protein VIGAN_06237100 [Vigna angularis var. angularis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR177358_c0_g1_i1:1-1596(-)	3.66409987207344	0.017731751892293	R_cType	ref|XP_034911351.1|	1.5e-147	47.61	62.68	inactive leucine-rich repeat receptor-like serine/threonine-protein kinase At1g60630 [Populus alba]<>inactive leucine-rich repeat receptor-like serine/threonine-protein kinase [Populus alba]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR177358_c0_g1_i1:1-1596(-)	3.66409987207344	0.017731751892293	R_cType	gb|KAF9843328.1|	3.93e-147	47.243	62.32	hypothetical protein H0E87_012031 [Populus deltoides]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR177358_c0_g1_i1:1-1596(-)	3.66409987207344	0.017731751892293	R_cType	gb|KAB5537963.1|	7.27e-147	47.048	61.62	hypothetical protein DKX38_015496 [Salix brachista]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR177358_c0_g1_i1:1-1596(-)	3.66409987207344	0.017731751892293	R_cType	ref|XP_006378419.2|	1.85e-146	47.243	62.13	inactive leucine-rich repeat receptor-like serine/threonine-protein kinase At1g60630 [Populus trichocarpa]<>inactive leucine-rich repeat receptor-like serine/threonine-protein kinase At1g60630 [Populus trichocarpa]<>hypothetical protein POPTR_010G097200 [Populus trichocarpa]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR177434_c0_g2_i1:355-1407(+)	2.01162321553069	0.0440499699655735	R_cType	gb|ABR18375.1|	0	85.207	92.9	unknown [Picea sitchensis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR177434_c0_g2_i1:355-1407(+)	2.01162321553069	0.0440499699655735	R_cType	ref|XP_010256241.1|	2.63e-151	62.865	78.95	PREDICTED: glutamate--tRNA ligase, cytoplasmic [Nelumbo nucifera]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR177434_c0_g2_i1:355-1407(+)	2.01162321553069	0.0440499699655735	R_cType	ref|XP_006840412.1|	6.23e-150	65.089	78.99	glutamate--tRNA ligase, cytoplasmic [Amborella trichopoda]<>hypothetical protein AMTR_s00045p00154250 [Amborella trichopoda]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR177434_c0_g2_i1:355-1407(+)	2.01162321553069	0.0440499699655735	R_cType	gb|KAF8407474.1|	1.36e-148	62.428	78.32	hypothetical protein HHK36_006608 [Tetracentron sinense]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR177434_c0_g2_i1:355-1407(+)	2.01162321553069	0.0440499699655735	R_cType	ref|XP_019225993.1|	1e-147	62.139	76.59	PREDICTED: glutamate--tRNA ligase, cytoplasmic [Nicotiana attenuata]<>glutamate--trna ligase, cytoplasmic [Nicotiana attenuata]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR177434_c0_g2_i1:355-1407(+)	2.01162321553069	0.0440499699655735	R_cType	gb|KAA8545332.1|	5.94e-147	63.05	77.42	hypothetical protein F0562_020116 [Nyssa sinensis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR177434_c0_g2_i1:355-1407(+)	2.01162321553069	0.0440499699655735	R_cType	gb|OVA19225.1|	7.52e-147	62.974	79.3	Glutamyl/glutaminyl-tRNA synthetase [Macleaya cordata]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR177434_c0_g2_i1:355-1407(+)	2.01162321553069	0.0440499699655735	R_cType	ref|XP_009794148.1|	1.64e-144	61.272	75.72	PREDICTED: probable glutamate--tRNA ligase, cytoplasmic [Nicotiana sylvestris]<>PREDICTED: glutamate--tRNA ligase, cytoplasmic-like [Nicotiana tabacum]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR177434_c0_g2_i1:355-1407(+)	2.01162321553069	0.0440499699655735	R_cType	ref|XP_028081737.1|	1.82e-144	61.494	77.01	glutamate--tRNA ligase, cytoplasmic [Camellia sinensis]<>hypothetical protein TEA_002014 [Camellia sinensis var. sinensis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR177434_c0_g2_i1:355-1407(+)	2.01162321553069	0.0440499699655735	R_cType	ref|XP_010941452.1|	2.32e-143	62.029	76.81	glutamate--tRNA ligase, cytoplasmic [Elaeis guineensis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR177906_c0_g1_i1:75-779(-)	6.75121734094919	0.0130401735494689	R_cType	gb|ADE77138.1|	2.6e-175	100	100	unknown [Picea sitchensis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR177906_c0_g1_i1:75-779(-)	6.75121734094919	0.0130401735494689	R_cType	gb|ADE76058.1|	7.19e-34	51.479	63.31	unknown [Picea sitchensis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178274_c0_g1_i1:543-1793(-)	6.53832711534582	0.00306333453810655	R_cType	gb|MBC9848247.1|	7.3e-89	55.417	74.58	hypothetical protein [Adiantum capillus-veneris]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178274_c0_g1_i1:543-1793(-)	6.53832711534582	0.00306333453810655	R_cType	gb|AEW08044.1|	9.3e-82	89.865	95.27	hypothetical protein 0_17701_01, partial [Pinus radiata]<>hypothetical protein 0_17701_01, partial [Pinus taeda]<>hypothetical protein 0_17701_01, partial [Pinus taeda]<>hypothetical protein 0_17701_01, partial [Pinus taeda]<>hypothetical protein 0_17701_01, partial [Pinus taeda]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178274_c0_g1_i1:543-1793(-)	6.53832711534582	0.00306333453810655	R_cType	gb|AFG62683.1|	2.47e-81	89.189	95.27	hypothetical protein 0_17701_01, partial [Pinus taeda]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178274_c0_g1_i1:543-1793(-)	6.53832711534582	0.00306333453810655	R_cType	gb|MBC9855293.1|	1.3e-74	55.294	74.51	hypothetical protein [Adiantum capillus-veneris]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178274_c0_g1_i1:543-1793(-)	6.53832711534582	0.00306333453810655	R_cType	ref|XP_024535790.1|	6.43e-67	51.092	69.43	transcriptional regulator ATRX homolog [Selaginella moellendorffii]<>transcriptional regulator ATRX homolog [Selaginella moellendorffii]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178274_c0_g1_i1:543-1793(-)	6.53832711534582	0.00306333453810655	R_cType	ref|XP_002988916.1|	1.06e-66	51.092	69	uncharacterized protein LOC9628900 [Selaginella moellendorffii]<>uncharacterized protein LOC9628900 [Selaginella moellendorffii]<>hypothetical protein SELMODRAFT_447511 [Selaginella moellendorffii]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178274_c0_g1_i1:543-1793(-)	6.53832711534582	0.00306333453810655	R_cType	ref|XP_010555361.1|	4.94e-63	32.039	54.85	PREDICTED: uncharacterized protein LOC104824872 [Tarenaya hassleriana]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178274_c0_g1_i1:543-1793(-)	6.53832711534582	0.00306333453810655	R_cType	gb|PTQ41126.1|	1.45e-62	43.299	63.23	hypothetical protein MARPO_0036s0106 [Marchantia polymorpha]<>hypothetical protein Mp_1g08630 [Marchantia polymorpha subsp. ruderalis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178274_c0_g1_i1:543-1793(-)	6.53832711534582	0.00306333453810655	R_cType	gb|OAE24767.1|	1.04e-61	43.299	63.23	hypothetical protein AXG93_48s1150 [Marchantia polymorpha subsp. ruderalis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178274_c0_g1_i1:543-1793(-)	6.53832711534582	0.00306333453810655	R_cType	ref|XP_038882955.1|	4.33e-61	41.702	65.53	uncharacterized protein LOC120074049 [Benincasa hispida]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178274_c0_g2_i1:2-382(-)	7.73790240351156	0.0152418625155731	R_cType	NA	NA	NA	NA	NA
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178311_c0_g2_i2:600-1700(-)	5.19860362583647	0.0202961399573547	R_cType	gb|ABK24433.1|	0	66.111	81.67	unknown [Picea sitchensis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178311_c0_g2_i2:600-1700(-)	5.19860362583647	0.0202961399573547	R_cType	gb|ABK24994.1|	0	66.111	81.67	unknown [Picea sitchensis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178311_c0_g2_i2:600-1700(-)	5.19860362583647	0.0202961399573547	R_cType	ref|XP_010942975.1|	2.05e-172	61.749	76.78	pectin acetylesterase 8 isoform X1 [Elaeis guineensis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178311_c0_g2_i2:600-1700(-)	5.19860362583647	0.0202961399573547	R_cType	ref|XP_038976343.1|	5.32e-172	61.918	76.44	pectin acetylesterase 8-like [Phoenix dactylifera]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178311_c0_g2_i2:600-1700(-)	5.19860362583647	0.0202961399573547	R_cType	ref|XP_031483936.1|	6.16e-172	63.662	78.59	pectin acetylesterase 8-like isoform X2 [Nymphaea colorata]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178311_c0_g2_i2:600-1700(-)	5.19860362583647	0.0202961399573547	R_cType	ref|XP_031483938.1|	7.46e-172	63.662	78.59	pectin acetylesterase 8-like isoform X3 [Nymphaea colorata]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178311_c0_g2_i2:600-1700(-)	5.19860362583647	0.0202961399573547	R_cType	ref|XP_031483939.1|	9.04e-172	63.662	78.59	pectin acetylesterase 8-like isoform X4 [Nymphaea colorata]<>pectin acetylesterase 8-like isoform X4 [Nymphaea colorata]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178311_c0_g2_i2:600-1700(-)	5.19860362583647	0.0202961399573547	R_cType	ref|XP_031483934.1|	1.26e-171	63.231	77.99	pectin acetylesterase 8-like isoform X1 [Nymphaea colorata]<>pectin acetylesterase 8-like isoform X1 [Nymphaea colorata]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178311_c0_g2_i2:600-1700(-)	5.19860362583647	0.0202961399573547	R_cType	gb|KAF3795951.1|	1.4e-171	63.662	78.87	Pectin acetylesterase 8 [Nymphaea thermarum]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178311_c0_g2_i2:600-1700(-)	5.19860362583647	0.0202961399573547	R_cType	ref|XP_020080988.1|	1.45e-171	63.128	77.09	pectin acetylesterase 8-like [Ananas comosus]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178311_c0_g2_i8:680-1747(-)	4.55581628481584	0.0140825739744795	R_cType	gb|ABK24433.1|	0	66.289	82.15	unknown [Picea sitchensis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178311_c0_g2_i8:680-1747(-)	4.55581628481584	0.0140825739744795	R_cType	gb|ABK24994.1|	0	66.289	82.15	unknown [Picea sitchensis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178311_c0_g2_i8:680-1747(-)	4.55581628481584	0.0140825739744795	R_cType	ref|XP_010942975.1|	4.1e-170	62.535	77.75	pectin acetylesterase 8 isoform X1 [Elaeis guineensis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178311_c0_g2_i8:680-1747(-)	4.55581628481584	0.0140825739744795	R_cType	ref|XP_031483938.1|	1.07e-169	63.173	78.47	pectin acetylesterase 8-like isoform X3 [Nymphaea colorata]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178311_c0_g2_i8:680-1747(-)	4.55581628481584	0.0140825739744795	R_cType	ref|XP_031483939.1|	1.08e-169	63.173	78.47	pectin acetylesterase 8-like isoform X4 [Nymphaea colorata]<>pectin acetylesterase 8-like isoform X4 [Nymphaea colorata]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178311_c0_g2_i8:680-1747(-)	4.55581628481584	0.0140825739744795	R_cType	gb|ADE77373.1|	1.13e-169	64.265	80.98	unknown [Picea sitchensis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178311_c0_g2_i8:680-1747(-)	4.55581628481584	0.0140825739744795	R_cType	ref|XP_031483936.1|	1.2e-169	63.173	78.47	pectin acetylesterase 8-like isoform X2 [Nymphaea colorata]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178311_c0_g2_i8:680-1747(-)	4.55581628481584	0.0140825739744795	R_cType	gb|KAF3795951.1|	2.15e-169	63.173	78.75	Pectin acetylesterase 8 [Nymphaea thermarum]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178311_c0_g2_i8:680-1747(-)	4.55581628481584	0.0140825739744795	R_cType	ref|XP_031483934.1|	2.68e-169	63.173	78.47	pectin acetylesterase 8-like isoform X1 [Nymphaea colorata]<>pectin acetylesterase 8-like isoform X1 [Nymphaea colorata]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178311_c0_g2_i8:680-1747(-)	4.55581628481584	0.0140825739744795	R_cType	ref|XP_020080988.1|	2.78e-169	63.248	77.78	pectin acetylesterase 8-like [Ananas comosus]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178472_c0_g2_i1:779-1987(+)	2.65544972519387	0.0112005571825856	R_cType	gb|ADM73725.1|	0	99.254	99.75	auxin induced-like protein [Picea sitchensis]<>auxin induced-like protein [Picea sitchensis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178472_c0_g2_i1:779-1987(+)	2.65544972519387	0.0112005571825856	R_cType	gb|ADM73713.1|	0	99.254	100	auxin induced-like protein [Picea sitchensis]<>auxin induced-like protein [Picea sitchensis]<>auxin induced-like protein [Picea sitchensis]<>auxin induced-like protein [Picea sitchensis]<>auxin induced-like protein [Picea sitchensis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178472_c0_g2_i1:779-1987(+)	2.65544972519387	0.0112005571825856	R_cType	gb|ABK24551.1|	0	99.502	99.5	unknown [Picea sitchensis]<>auxin induced-like protein [Picea sitchensis]<>auxin induced-like protein [Picea sitchensis]<>auxin induced-like protein [Picea sitchensis]<>auxin induced-like protein [Picea sitchensis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178472_c0_g2_i1:779-1987(+)	2.65544972519387	0.0112005571825856	R_cType	gb|ADM73723.1|	0	99.254	99.5	auxin induced-like protein [Picea sitchensis]<>auxin induced-like protein [Picea sitchensis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178472_c0_g2_i1:779-1987(+)	2.65544972519387	0.0112005571825856	R_cType	gb|ADM73719.1|	0	99.254	99.5	auxin induced-like protein [Picea sitchensis]<>auxin induced-like protein [Picea sitchensis]<>auxin induced-like protein [Picea sitchensis]<>auxin induced-like protein [Picea sitchensis]<>auxin induced-like protein [Picea sitchensis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178472_c0_g2_i1:779-1987(+)	2.65544972519387	0.0112005571825856	R_cType	gb|ADM73742.1|	0	99.254	99.25	auxin induced-like protein [Picea sitchensis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178472_c0_g2_i1:779-1987(+)	2.65544972519387	0.0112005571825856	R_cType	gb|ADM73751.1|	0	98.756	99.5	auxin induced-like protein [Picea sitchensis]<>auxin induced-like protein [Picea sitchensis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178472_c0_g2_i1:779-1987(+)	2.65544972519387	0.0112005571825856	R_cType	gb|ADM73731.1|	0	93.532	97.51	auxin induced-like protein [Picea sitchensis]<>auxin induced-like protein [Picea sitchensis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178472_c0_g2_i1:779-1987(+)	2.65544972519387	0.0112005571825856	R_cType	ref|XP_006850239.1|	9.85e-144	57.527	70.43	cytochrome b561 and DOMON domain-containing protein At3g25290 [Amborella trichopoda]<>hypothetical protein AMTR_s00020p00030660 [Amborella trichopoda]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178472_c0_g2_i1:779-1987(+)	2.65544972519387	0.0112005571825856	R_cType	gb|RWR74645.1|	2.42e-138	53.708	66.24	cytochrome b561 and DOMON domain-containing protein [Cinnamomum micranthum f. kanehirae]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178515_c0_g1_i2:359-985(-)	3.61587391955841	0.000395171036784667	R_cType	gb|ABK21732.1|	1.37e-145	96.19	96.67	unknown [Picea sitchensis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178597_c0_g1_i1:327-1697(+)	2.73242086388049	0.000144543512329992	R_cType	gb|QDE12528.1|	0	98.904	99.56	mannan O-acetyltransferase 1 [Picea abies]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178597_c0_g1_i1:327-1697(+)	2.73242086388049	0.000144543512329992	R_cType	gb|QDE12530.1|	0	89.89	94.29	mannan O-acetyltransferase 1 [Pinus taeda]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178597_c0_g1_i1:327-1697(+)	2.73242086388049	0.000144543512329992	R_cType	gb|ABK22572.1|	0	100	100	unknown [Picea sitchensis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178597_c0_g1_i1:327-1697(+)	2.73242086388049	0.000144543512329992	R_cType	gb|QDE12529.1|	2.18e-178	56.974	73.29	mannan O-acetyltransferase 2 [Picea abies]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178597_c0_g1_i1:327-1697(+)	2.73242086388049	0.000144543512329992	R_cType	gb|QDE12531.1|	3.71e-177	57.71	73.83	mannan O-acetyltransferase 2 [Pinus taeda]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178597_c0_g1_i1:327-1697(+)	2.73242086388049	0.000144543512329992	R_cType	ref|XP_031263043.1|	3.39e-164	52.83	70.52	protein trichome birefringence-like 25 [Pistacia vera]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178597_c0_g1_i1:327-1697(+)	2.73242086388049	0.000144543512329992	R_cType	ref|XP_021612297.1|	5.63e-162	50.676	68.24	protein trichome birefringence-like 25 [Manihot esculenta]<>hypothetical protein MANES_05G025200 [Manihot esculenta]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178597_c0_g1_i1:327-1697(+)	2.73242086388049	0.000144543512329992	R_cType	ref|XP_002276755.2|	1.48e-161	53.563	68.74	PREDICTED: protein trichome birefringence-like 25 [Vitis vinifera]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178597_c0_g1_i1:327-1697(+)	2.73242086388049	0.000144543512329992	R_cType	gb|TQE13476.1|	3.01e-161	51.494	67.13	hypothetical protein C1H46_001043 [Malus baccata]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178597_c0_g1_i1:327-1697(+)	2.73242086388049	0.000144543512329992	R_cType	emb|CBI40485.3|	3.58e-161	55.181	70.36	unnamed protein product, partial [Vitis vinifera]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178956_c0_g4_i1:3-323(-)	7.81015213712637	0.00785531077781693	R_cType	gb|ADE77425.1|	5.86e-61	87.85	93.46	unknown [Picea sitchensis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178956_c0_g4_i1:3-323(-)	7.81015213712637	0.00785531077781693	R_cType	gb|ABK23947.1|	3.77e-56	78.505	94.39	unknown [Picea sitchensis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178956_c0_g4_i1:3-323(-)	7.81015213712637	0.00785531077781693	R_cType	gb|QFI56874.1|	1e-53	75.701	91.59	beta-1,3-glucanase [Picea asperata]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178956_c0_g4_i1:3-323(-)	7.81015213712637	0.00785531077781693	R_cType	gb|PSD75604.1|	1.62e-48	71.028	83.18	hypothetical protein C7G77_18590, partial [Acinetobacter baumannii]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178956_c0_g4_i1:3-323(-)	7.81015213712637	0.00785531077781693	R_cType	pdb|6JMS|A	1.09e-45	71.028	83.18	CJP38, a beta-1,3-glucanase and allergen of Cryptomeria japonica pollen [Cryptomeria japonica]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178956_c0_g4_i1:3-323(-)	7.81015213712637	0.00785531077781693	R_cType	dbj|BAD93486.1|	1.75e-45	71.028	83.18	pollen allergen CJP38 [Cryptomeria japonica]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178956_c0_g4_i1:3-323(-)	7.81015213712637	0.00785531077781693	R_cType	ref|WP_143045819.1|	5.27e-45	71.287	82.18	hypothetical protein, partial [Acinetobacter baumannii]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178956_c0_g4_i1:3-323(-)	7.81015213712637	0.00785531077781693	R_cType	gb|ABK25991.1|	6.15e-44	70.37	84.26	unknown [Picea sitchensis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178956_c0_g4_i1:3-323(-)	7.81015213712637	0.00785531077781693	R_cType	gb|ADM78576.1|	7.46e-43	69.524	83.81	glycosyl hydrolase-like protein, partial [Picea sitchensis]<>glycosyl hydrolase-like protein, partial [Picea sitchensis]<>glycosyl hydrolase-like protein, partial [Picea sitchensis]<>glycosyl hydrolase-like protein, partial [Picea sitchensis]<>glycosyl hydrolase-like protein, partial [Picea sitchensis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR178956_c0_g4_i1:3-323(-)	7.81015213712637	0.00785531077781693	R_cType	gb|ADM78602.1|	7.46e-43	69.524	83.81	glycosyl hydrolase-like protein, partial [Picea sitchensis]<>glycosyl hydrolase-like protein, partial [Picea sitchensis]
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR179276_c0_g1_i1:396-1811(+)	5.9794997919002	0.00063066147859438	R_cType	gb|ABK25470.1|	0	99.151	99.58	unknown [Picea sitchensis]
