qseqid	sseqid	evalue	bitscore	length	pident	ppos	qcovs	qlen	qstart	qend	qframe	slen	sstart	send	sframe	staxid	sskingdom	sscinames	scomnames	salltitles
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR77967_c7_g1_i2:454-1059(+)	AT1G71060.1	7.40e-18	80.9	207	26.087	48.79	99	202	1	201	1	510	81	286	1	N/A	N/A	N/A	N/A	| Symbols:  | Tetratricopeptide repeat (TPR)-like superfamily protein | chr1:26805651-26807183 REVERSE LENGTH=510
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR80607_c1_g1_i3:317-1669(-)	AT3G48770.1	2.83e-80	271	472	33.475	56.57	99	451	1	450	1	1899	1438	1896	1	N/A	N/A	N/A	N/A	| Symbols:  | DNA binding;ATP binding | chr3:18079261-18086817 REVERSE LENGTH=1899
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR82524_c1_g1_i2:320-1342(-)	AT5G08640.1	9.20e-113	330	338	48.521	66.27	98	341	1	334	1	336	1	332	1	N/A	N/A	N/A	N/A	| Symbols: FLS, ATFLS1, FLS1 | flavonol synthase 1 | chr5:2804009-2805175 FORWARD LENGTH=336
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR8628_c0_g1_i1:670-2094(-)	AT3G05390.1	0.0	560	474	56.329	73.00	99	475	1	472	1	463	1	461	1	N/A	N/A	N/A	N/A	| Symbols:  | FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: mitochondrion; EXPRESSED IN: 15 plant structures; EXPRESSED DURING: 7 growth stages; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF248, methyltransferase putative (InterPro:IPR004159); BEST Arabidopsis thaliana protein match is: S-adenosyl-L-methionine-dependent methyltransferases superfamily protein (TAIR:AT4G01240.1); Has 507 Blast hits to 498 proteins in 33 species: Archae - 4; Bacteria - 8; Metazoa - 0; Fungi - 0; Plants - 493; Viruses - 0; Other Eukaryotes - 2 (source: NCBI BLink). | chr3:1546585-1547976 REVERSE LENGTH=463
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR89734_c0_g1_i1:415-1575(-)	AT1G32100.1	1.17e-108	321	312	52.564	70.19	79	387	79	385	1	317	10	316	1	N/A	N/A	N/A	N/A	| Symbols: ATPRR1, PRR1 | pinoresinol reductase 1 | chr1:11546472-11547953 REVERSE LENGTH=317
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR898_c4_g1_i5:303-2006(-)	AT5G05390.1	0.0	668	560	57.679	72.32	97	568	16	567	1	565	10	565	1	N/A	N/A	N/A	N/A	| Symbols: LAC12 | laccase 12 | chr5:1594753-1597042 FORWARD LENGTH=565
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR92437_c1_g1_i1:313-1179(+)	AT1G09610.1	3.18e-80	244	238	50.840	67.65	82	289	41	276	1	282	34	266	1	N/A	N/A	N/A	N/A	| Symbols:  | Protein of unknown function (DUF579) | chr1:3111789-3112637 FORWARD LENGTH=282
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR103662_c1_g1_i1:305-1450(+)	AT2G43120.1	1.47e-132	382	285	65.614	76.84	73	382	93	372	1	321	37	320	1	N/A	N/A	N/A	N/A	| Symbols:  | RmlC-like cupins superfamily protein | chr2:17927339-17928871 FORWARD LENGTH=321
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR10548_c4_g12_i1:3-299(-)	AT5G55090.1	4.62e-14	65.9	73	46.575	61.64	74	99	1	73	1	448	215	285	1	N/A	N/A	N/A	N/A	| Symbols: MAPKKK15 | mitogen-activated protein kinase kinase kinase 15 | chr5:22356852-22358198 REVERSE LENGTH=448
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR10647_c6_g4_i1:3-2174(-)	AT1G20160.1	0.0	672	706	50.142	66.15	96	724	28	724	1	769	35	711	1	N/A	N/A	N/A	N/A	| Symbols: ATSBT5.2 | Subtilisin-like serine endopeptidase family protein | chr1:6990852-6993854 REVERSE LENGTH=769
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR10701_c0_g1_i1:130-1305(+)	AT2G20030.1	1.10e-61	203	378	36.243	50.26	84	392	55	385	1	390	37	379	1	N/A	N/A	N/A	N/A	| Symbols:  | RING/U-box superfamily protein | chr2:8647813-8648985 FORWARD LENGTH=390
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR107113_c0_g1_i1:58-420(-)	AT1G12910.1	4.00e-61	190	115	80.000	87.83	95	121	1	115	1	346	152	265	1	N/A	N/A	N/A	N/A	| Symbols: ATAN11, LWD1 | Transducin/WD40 repeat-like superfamily protein | chr1:4395114-4396154 REVERSE LENGTH=346
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR109828_c1_g1_i1:2-586(+)	AT3G21420.1	3.25e-72	222	196	53.061	72.45	100	195	1	195	1	364	107	300	1	N/A	N/A	N/A	N/A	| Symbols:  | 2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein | chr3:7541579-7543221 FORWARD LENGTH=364
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR110334_c0_g1_i1:1-348(-)	AT5G14930.2	3.92e-12	61.2	115	36.522	53.04	90	116	1	104	1	537	401	514	1	N/A	N/A	N/A	N/A	| Symbols: SAG101 | senescence-associated gene 101 | chr5:4828754-4830769 FORWARD LENGTH=537
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR110628_c0_g1_i1:302-1639(+)	AT1G73390.1	4.05e-170	484	408	56.618	73.04	91	446	1	405	1	419	1	406	1	N/A	N/A	N/A	N/A	| Symbols:  | Endosomal targeting BRO1-like domain-containing protein | chr1:27591079-27594148 REVERSE LENGTH=419
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR11262_c0_g1_i1:458-1588(+)	AT5G17600.1	2.87e-35	132	166	40.964	61.45	42	377	23	180	1	362	59	220	1	N/A	N/A	N/A	N/A	| Symbols:  | RING/U-box superfamily protein | chr5:5800029-5801117 REVERSE LENGTH=362
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR11262_c0_g1_i2:458-1606(+)	AT5G17600.1	3.45e-35	132	166	40.964	61.45	41	383	29	186	1	362	59	220	1	N/A	N/A	N/A	N/A	| Symbols:  | RING/U-box superfamily protein | chr5:5800029-5801117 REVERSE LENGTH=362
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR115558_c0_g1_i1:637-1065(+)	AT3G12830.1	1.32e-28	101	123	47.154	62.60	86	143	1	123	1	132	1	110	1	N/A	N/A	N/A	N/A	| Symbols:  | SAUR-like auxin-responsive protein family  | chr3:4079117-4079515 REVERSE LENGTH=132
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR11682_c0_g3_i3:294-950(-)	AT4G18910.1	2.08e-13	67.4	135	35.556	54.07	54	219	94	211	1	294	157	290	1	N/A	N/A	N/A	N/A	| Symbols: NIP1;2, NLM2, ATNLM2 | NOD26-like intrinsic protein 1;2 | chr4:10366211-10368179 FORWARD LENGTH=294
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR11682_c0_g3_i5:343-690(-)	AT4G18910.1	2.28e-15	69.7	112	37.500	60.71	91	116	4	109	1	294	167	278	1	N/A	N/A	N/A	N/A	| Symbols: NIP1;2, NLM2, ATNLM2 | NOD26-like intrinsic protein 1;2 | chr4:10366211-10368179 FORWARD LENGTH=294
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR117812_c0_g2_i1:203-940(+)	AT2G43290.1	2.84e-25	99.0	148	37.838	60.81	58	246	96	238	1	215	65	206	1	N/A	N/A	N/A	N/A	| Symbols: MSS3 | Calcium-binding EF-hand family protein | chr2:17991308-17991955 REVERSE LENGTH=215
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR117938_c0_g1_i1:3-323(-)	AT4G02290.1	1.71e-48	160	107	65.421	81.31	100	107	1	107	1	516	261	367	1	N/A	N/A	N/A	N/A	| Symbols: AtGH9B13, GH9B13 | glycosyl hydrolase 9B13 | chr4:1002654-1005125 REVERSE LENGTH=516
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR118311_c0_g1_i1:658-1359(-)	AT5G15790.1	5.33e-57	181	237	44.304	56.54	99	234	1	233	1	232	1	232	1	N/A	N/A	N/A	N/A	| Symbols:  | RING/U-box superfamily protein | chr5:5149800-5150964 FORWARD LENGTH=232
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR119509_c0_g1_i1:420-881(-)	AT1G24020.1	4.40e-36	122	150	40.000	64.00	97	154	1	150	1	155	3	150	1	N/A	N/A	N/A	N/A	| Symbols: MLP423 | MLP-like protein 423 | chr1:8500653-8501458 REVERSE LENGTH=155
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR122243_c0_g3_i1:2-397(-)	AT3G52430.1	1.86e-26	102	112	44.643	63.39	83	132	1	109	1	541	316	427	1	N/A	N/A	N/A	N/A	| Symbols: PAD4, ATPAD4 | alpha/beta-Hydrolases superfamily protein | chr3:19431566-19434292 FORWARD LENGTH=541
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR122302_c0_g1_i1:1-297(+)	AT3G52880.1	1.10e-40	138	99	68.687	81.82	99	99	2	99	1	434	214	312	1	N/A	N/A	N/A	N/A	| Symbols: ATMDAR1, MDAR1 | monodehydroascorbate reductase 1 | chr3:19601477-19604366 REVERSE LENGTH=434
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR123282_c0_g10_i1:3-392(+)	AT4G01850.1	3.51e-74	225	130	90.769	96.92	100	130	1	130	1	393	251	380	1	N/A	N/A	N/A	N/A	| Symbols: SAM-2, MAT2, SAM2, AtSAM2 | S-adenosylmethionine synthetase 2 | chr4:796298-797479 REVERSE LENGTH=393
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR12397_c0_g2_i1:248-1843(+)	AT4G33510.1	0.0	828	511	76.908	87.28	96	532	11	519	1	507	3	505	1	N/A	N/A	N/A	N/A	| Symbols: DHS2 | 3-deoxy-d-arabino-heptulosonate 7-phosphate synthase | chr4:16116496-16118549 FORWARD LENGTH=507
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR124718_c0_g2_i1:1-375(+)	AT5G14930.2	4.73e-16	72.8	127	38.583	52.76	96	125	1	120	1	537	390	514	1	N/A	N/A	N/A	N/A	| Symbols: SAG101 | senescence-associated gene 101 | chr5:4828754-4830769 FORWARD LENGTH=537
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR125975_c0_g2_i1:1-2160(+)	AT4G39840.1	4.81e-50	181	235	40.426	62.98	33	720	475	709	1	451	217	442	1	N/A	N/A	N/A	N/A	| Symbols:  | unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; Has 20719 Blast hits to 6096 proteins in 607 species: Archae - 22; Bacteria - 3243; Metazoa - 4364; Fungi - 2270; Plants - 237; Viruses - 128; Other Eukaryotes - 10455 (source: NCBI BLink). | chr4:18485268-18486623 FORWARD LENGTH=451
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR127555_c0_g1_i1:2-313(+)	AT4G05220.1	2.50e-21	84.0	103	37.864	62.14	98	104	2	103	1	226	50	152	1	N/A	N/A	N/A	N/A	| Symbols:  | Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family | chr4:2685104-2685784 REVERSE LENGTH=226
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR12916_c2_g1_i1:206-1786(-)	AT2G28080.1	7.46e-109	333	493	36.714	58.82	93	527	19	507	1	482	1	471	1	N/A	N/A	N/A	N/A	| Symbols:  | UDP-Glycosyltransferase superfamily protein | chr2:11960774-11963227 REVERSE LENGTH=482
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR12916_c2_g2_i2:241-1092(-)	AT2G36970.1	9.08e-58	192	277	36.823	58.48	98	284	2	278	1	490	228	482	1	N/A	N/A	N/A	N/A	| Symbols:  | UDP-Glycosyltransferase superfamily protein | chr2:15529050-15530712 FORWARD LENGTH=490
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR12919_c3_g5_i1:1-330(-)	AT4G10500.1	1.64e-24	94.7	99	44.444	65.66	89	110	13	110	1	349	10	108	1	N/A	N/A	N/A	N/A	| Symbols:  | 2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein | chr4:6491089-6492342 FORWARD LENGTH=349
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR129409_c0_g1_i1:3-326(-)	AT3G48590.1	3.47e-32	112	110	53.636	70.00	99	108	1	107	1	234	100	199	1	N/A	N/A	N/A	N/A	| Symbols: HAP5A, ATHAP5A, NF-YC1 | nuclear factor Y, subunit C1 | chr3:18008893-18009938 REVERSE LENGTH=234
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR129409_c0_g2_i2:318-812(-)	AT5G63470.1	8.41e-54	170	151	58.278	72.85	90	165	1	149	1	250	83	224	1	N/A	N/A	N/A	N/A	| Symbols: NF-YC4 | nuclear factor Y, subunit C4 | chr5:25416037-25417084 REVERSE LENGTH=250
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR130352_c0_g1_i1:451-1050(+)	AT4G14723.1	2.18e-29	105	59	76.271	83.05	30	200	141	199	1	109	51	109	1	N/A	N/A	N/A	N/A	| Symbols:  | BEST Arabidopsis thaliana protein match is: allergen-related (TAIR:AT3G22820.1); Has 35333 Blast hits to 34131 proteins in 2444 species: Archae - 798; Bacteria - 22429; Metazoa - 974; Fungi - 991; Plants - 531; Viruses - 0; Other Eukaryotes - 9610 (source: NCBI BLink). | chr4:8440167-8440693 FORWARD LENGTH=109
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR132776_c0_g1_i1:2-361(-)	AT5G46530.1	1.18e-39	129	117	52.991	70.94	98	120	1	117	1	157	37	153	1	N/A	N/A	N/A	N/A	| Symbols:  | AWPM-19-like family protein | chr5:18875576-18876779 FORWARD LENGTH=157
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR134567_c0_g1_i1:850-1806(+)	AT2G21940.1	1.00e-85	259	303	44.554	65.35	95	319	11	313	1	303	1	296	1	N/A	N/A	N/A	N/A	| Symbols: SK1, ATSK1 | shikimate kinase 1 | chr2:9351106-9352881 FORWARD LENGTH=303
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR134579_c0_g1_i1:969-4031(-)	AT1G18370.1	0.0	844	1032	47.287	63.86	99	1021	13	1020	1	974	26	974	1	N/A	N/A	N/A	N/A	| Symbols: HIK, ATNACK1, NACK1 | ATP binding microtubule motor family protein | chr1:6319732-6323820 REVERSE LENGTH=974
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR135267_c0_g1_i1:3-326(-)	AT1G10460.1	1.75e-40	133	108	57.407	70.37	100	108	1	108	1	217	48	155	1	N/A	N/A	N/A	N/A	| Symbols: GLP7 | germin-like protein 7 | chr1:3439578-3440231 REVERSE LENGTH=217
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR136388_c0_g1_i1:813-1610(-)	AT3G25690.3	3.39e-102	316	242	62.810	79.34	91	266	6	247	1	863	605	841	1	N/A	N/A	N/A	N/A	| Symbols: CHUP1 | Hydroxyproline-rich glycoprotein family protein | chr3:9354061-9357757 FORWARD LENGTH=863
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR136689_c0_g1_i1:493-2283(-)	AT5G55230.1	0.0	668	597	58.124	76.38	99	597	1	596	1	587	1	584	1	N/A	N/A	N/A	N/A	| Symbols: ATMAP65-1, MAP65-1 | microtubule-associated proteins 65-1 | chr5:22402716-22405182 FORWARD LENGTH=587
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR141533_c0_g1_i2:497-1858(-)	AT1G77810.2	0.0	553	400	66.500	79.00	88	454	1	400	1	384	1	384	1	N/A	N/A	N/A	N/A	| Symbols:  | Galactosyltransferase family protein | chr1:29260899-29263001 REVERSE LENGTH=384
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR142071_c0_g1_i1:445-1746(+)	AT5G48930.1	0.0	650	433	70.439	82.68	99	434	1	433	1	433	1	433	1	N/A	N/A	N/A	N/A	| Symbols: HCT | hydroxycinnamoyl-CoA shikimate/quinate hydroxycinnamoyl transferase | chr5:19836654-19838092 REVERSE LENGTH=433
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR144877_c0_g1_i1:2-847(+)	AT5G62690.1	0.0	564	279	95.341	98.57	99	282	1	279	1	450	165	443	1	N/A	N/A	N/A	N/A	| Symbols: TUB2 | tubulin beta chain 2 | chr5:25181560-25183501 FORWARD LENGTH=450
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR144935_c0_g1_i1:3-332(-)	AT5G42800.1	2.76e-40	137	99	60.606	76.77	90	110	12	110	1	382	4	102	1	N/A	N/A	N/A	N/A	| Symbols: DFR, TT3, M318 | dihydroflavonol 4-reductase | chr5:17164296-17165864 REVERSE LENGTH=382
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR144966_c0_g1_i1:70-387(+)	AT4G11290.1	1.28e-13	64.7	47	57.447	76.60	44	106	39	85	1	326	23	69	1	N/A	N/A	N/A	N/A	| Symbols:  | Peroxidase superfamily protein | chr4:6869993-6871476 FORWARD LENGTH=326
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR144966_c0_g2_i1:70-1098(+)	AT1G05260.1	6.43e-91	275	320	47.188	61.56	92	343	27	342	1	326	12	326	1	N/A	N/A	N/A	N/A	| Symbols: RCI3, RCI3A | Peroxidase superfamily protein | chr1:1529827-1531271 FORWARD LENGTH=326
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR144993_c1_g3_i2:72-1010(+)	AT1G32100.1	5.63e-138	392	309	62.460	77.02	98	313	5	312	1	317	10	317	1	N/A	N/A	N/A	N/A	| Symbols: ATPRR1, PRR1 | pinoresinol reductase 1 | chr1:11546472-11547953 REVERSE LENGTH=317
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR145217_c0_g1_i1:179-856(+)	AT1G24620.1	1.08e-53	170	138	56.522	80.43	61	226	85	222	1	186	35	172	1	N/A	N/A	N/A	N/A	| Symbols:  | EF hand calcium-binding protein family | chr1:8723893-8724453 REVERSE LENGTH=186
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR145460_c1_g1_i1:249-1208(+)	AT3G12500.1	1.24e-123	357	288	59.028	73.96	90	320	34	320	1	335	33	307	1	N/A	N/A	N/A	N/A	| Symbols: ATHCHIB, PR3, PR-3, CHI-B, B-CHI, HCHIB | basic chitinase | chr3:3962501-3963984 REVERSE LENGTH=335
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR145460_c1_g1_i4:180-1067(+)	AT3G12500.1	4.10e-128	367	295	58.644	72.20	88	296	33	293	1	335	33	326	1	N/A	N/A	N/A	N/A	| Symbols: ATHCHIB, PR3, PR-3, CHI-B, B-CHI, HCHIB | basic chitinase | chr3:3962501-3963984 REVERSE LENGTH=335
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR145460_c1_g1_i5:180-1106(+)	AT3G12500.1	7.25e-132	378	295	60.339	72.88	84	309	33	293	1	335	33	326	1	N/A	N/A	N/A	N/A	| Symbols: ATHCHIB, PR3, PR-3, CHI-B, B-CHI, HCHIB | basic chitinase | chr3:3962501-3963984 REVERSE LENGTH=335
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR145460_c1_g1_i7:415-1209(+)	AT3G12500.1	2.85e-107	313	244	60.656	72.13	86	265	37	264	1	335	86	328	1	N/A	N/A	N/A	N/A	| Symbols: ATHCHIB, PR3, PR-3, CHI-B, B-CHI, HCHIB | basic chitinase | chr3:3962501-3963984 REVERSE LENGTH=335
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR145460_c1_g1_i8:180-1070(+)	AT3G12500.1	6.52e-128	367	298	59.060	71.14	89	297	33	296	1	335	33	328	1	N/A	N/A	N/A	N/A	| Symbols: ATHCHIB, PR3, PR-3, CHI-B, B-CHI, HCHIB | basic chitinase | chr3:3962501-3963984 REVERSE LENGTH=335
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR145590_c0_g3_i2:96-1097(+)	AT1G58340.1	1.06e-47	168	187	49.733	68.45	55	334	75	258	1	532	57	243	1	N/A	N/A	N/A	N/A	| Symbols: ZF14 | MATE efflux family protein | chr1:21653162-21655117 FORWARD LENGTH=532
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR145602_c2_g1_i3:1-1377(-)	AT1G47530.1	1.80e-177	505	382	65.445	79.84	83	459	78	459	1	484	19	400	1	N/A	N/A	N/A	N/A	| Symbols:  | MATE efflux family protein | chr1:17451724-17454110 FORWARD LENGTH=484
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR146251_c0_g2_i1:369-704(+)	AT3G04300.1	7.77e-42	132	87	68.966	79.31	78	112	24	110	1	96	5	91	1	N/A	N/A	N/A	N/A	| Symbols:  | RmlC-like cupins superfamily protein | chr3:1140318-1140723 FORWARD LENGTH=96
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR146757_c0_g4_i1:556-1548(-)	AT5G15310.2	6.36e-102	302	170	82.353	91.76	51	331	1	170	1	315	1	169	1	N/A	N/A	N/A	N/A	| Symbols: ATMYB16, ATMIXTA, MYB16 | myb domain protein 16 | chr5:4974894-4976106 FORWARD LENGTH=315
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR146889_c0_g1_i1:306-1670(-)	AT3G54400.1	4.01e-85	267	421	38.717	56.53	89	455	48	451	1	425	26	424	1	N/A	N/A	N/A	N/A	| Symbols:  | Eukaryotic aspartyl protease family protein | chr3:20140291-20142599 REVERSE LENGTH=425
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR1470_c0_g1_i1:1048-2409(+)	AT2G35610.1	0.0	632	442	65.385	81.45	97	454	10	451	1	644	201	642	1	N/A	N/A	N/A	N/A	| Symbols: XEG113 | xyloglucanase 113 | chr2:14947617-14951106 REVERSE LENGTH=644
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR1470_c0_g1_i2:552-1205(+)	AT2G35610.1	2.15e-59	197	236	45.339	60.17	94	218	3	207	1	644	11	233	1	N/A	N/A	N/A	N/A	| Symbols: XEG113 | xyloglucanase 113 | chr2:14947617-14951106 REVERSE LENGTH=644
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR147377_c0_g1_i1:81-1463(+)	AT5G06390.1	8.96e-156	449	429	59.441	71.79	92	461	36	457	1	458	15	438	1	N/A	N/A	N/A	N/A	| Symbols: FLA17 | FASCICLIN-like arabinogalactan protein 17 precursor | chr5:1952939-1955047 FORWARD LENGTH=458
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR147566_c5_g12_i1:3-482(-)	AT5G14930.2	8.50e-24	96.3	145	37.931	55.86	86	160	7	143	1	537	371	514	1	N/A	N/A	N/A	N/A	| Symbols: SAG101 | senescence-associated gene 101 | chr5:4828754-4830769 FORWARD LENGTH=537
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR147566_c5_g6_i2:1-408(-)	AT3G52430.1	2.16e-26	102	128	38.281	60.16	91	136	10	133	1	541	302	429	1	N/A	N/A	N/A	N/A	| Symbols: PAD4, ATPAD4 | alpha/beta-Hydrolases superfamily protein | chr3:19431566-19434292 FORWARD LENGTH=541
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR147636_c1_g1_i1:3-992(+)	AT3G02940.1	1.42e-15	76.3	41	78.049	92.68	12	330	1	41	1	321	76	116	1	N/A	N/A	N/A	N/A	| Symbols: MYB107, AtMYB107 | myb domain protein 107 | chr3:662141-663830 FORWARD LENGTH=321
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR148556_c0_g1_i1:445-1494(+)	AT3G46440.1	0.0	592	322	86.957	92.55	92	350	27	348	1	341	19	340	1	N/A	N/A	N/A	N/A	| Symbols: UXS5 | UDP-XYL synthase 5 | chr3:17089268-17091611 REVERSE LENGTH=341
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR148705_c0_g1_i1:2-1591(+)	AT4G33300.1	4.37e-117	364	531	39.171	58.57	99	530	5	529	1	816	296	816	1	N/A	N/A	N/A	N/A	| Symbols: ADR1-L1 | ADR1-like 1 | chr4:16051162-16054005 REVERSE LENGTH=816
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR148757_c0_g3_i1:362-1489(+)	AT1G67340.1	5.40e-154	438	322	67.081	77.02	85	376	46	364	1	379	44	354	1	N/A	N/A	N/A	N/A	| Symbols:  | HCP-like superfamily protein with MYND-type zinc finger | chr1:25230323-25231622 FORWARD LENGTH=379
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR149010_c0_g1_i1:828-2357(-)	AT3G59110.1	0.0	625	487	65.092	77.21	95	510	1	482	1	512	1	483	1	N/A	N/A	N/A	N/A	| Symbols:  | Protein kinase superfamily protein | chr3:21855673-21857847 FORWARD LENGTH=512
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR149114_c0_g1_i1:1-690(+)	AT5G45120.1	4.73e-57	188	237	41.350	58.65	98	230	1	225	1	491	251	479	1	N/A	N/A	N/A	N/A	| Symbols:  | Eukaryotic aspartyl protease family protein | chr5:18241003-18242478 FORWARD LENGTH=491
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR149466_c0_g1_i1:136-1860(+)	AT5G60020.1	0.0	804	575	66.783	80.35	98	575	12	574	1	577	5	577	1	N/A	N/A	N/A	N/A	| Symbols: LAC17, ATLAC17 | laccase 17 | chr5:24168072-24170223 FORWARD LENGTH=577
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR149481_c0_g2_i2:1-1473(+)	AT3G02645.1	2.30e-12	68.9	111	36.937	54.95	22	491	288	397	1	529	347	454	1	N/A	N/A	N/A	N/A	| Symbols:  | Plant protein of unknown function (DUF247) | chr3:566271-567860 FORWARD LENGTH=529
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR149545_c2_g2_i1:2-757(+)	AT4G38620.1	3.84e-81	244	213	60.563	72.30	78	252	20	215	1	282	1	207	1	N/A	N/A	N/A	N/A	| Symbols: ATMYB4, MYB4 | myb domain protein 4 | chr4:18053866-18054876 FORWARD LENGTH=282
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR149681_c0_g2_i1:3-503(+)	AT3G52430.1	1.83e-14	69.7	147	32.653	51.02	83	167	29	167	1	541	228	372	1	N/A	N/A	N/A	N/A	| Symbols: PAD4, ATPAD4 | alpha/beta-Hydrolases superfamily protein | chr3:19431566-19434292 FORWARD LENGTH=541
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR150607_c0_g1_i1:394-1989(+)	AT3G01040.2	0.0	713	532	63.534	81.20	99	532	1	530	1	532	1	532	1	N/A	N/A	N/A	N/A	| Symbols: GAUT13 | galacturonosyltransferase 13 | chr3:9392-11979 FORWARD LENGTH=532
