qseqid	sseqid	evalue	bitscore	length	pident	ppos	qcovs	qlen	qstart	qend	qframe	slen	sstart	send	sframe	staxid	sskingdom	sscinames	scomnames	salltitles
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR184283_c0_g1_i1:51-1037(+)	AT1G05260.1	4.32e-130	374	301	59.136	75.42	90	329	32	328	1	326	26	325	1	N/A	N/A	N/A	N/A	AT1G05260.1 | Symbols: RCI3, RCI3A | Peroxidase superfamily protein | chr1:1529827-1531271 FORWARD LENGTH=326
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR184283_c0_g1_i1:51-1037(+)	AT3G01190.1	1.16e-129	372	315	59.683	73.02	95	329	16	328	1	321	15	321	1	N/A	N/A	N/A	N/A	AT3G01190.1 | Symbols:  | Peroxidase superfamily protein | chr3:67236-68477 REVERSE LENGTH=321
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR184283_c0_g1_i1:51-1037(+)	AT5G15180.1	7.85e-128	368	330	55.455	67.58	99	329	1	328	1	329	1	329	1	N/A	N/A	N/A	N/A	AT5G15180.1 | Symbols:  | Peroxidase superfamily protein | chr5:4930561-4932211 FORWARD LENGTH=329
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR184283_c0_g1_i1:51-1037(+)	AT4G11290.1	6.25e-124	358	323	54.799	69.35	97	329	11	328	1	326	4	326	1	N/A	N/A	N/A	N/A	AT4G11290.1 | Symbols:  | Peroxidase superfamily protein | chr4:6869993-6871476 FORWARD LENGTH=326
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR184283_c0_g1_i1:51-1037(+)	AT3G21770.1	1.85e-119	347	298	56.040	71.14	89	329	32	325	1	329	29	325	1	N/A	N/A	N/A	N/A	AT3G21770.1 | Symbols:  | Peroxidase superfamily protein | chr3:7673345-7674661 FORWARD LENGTH=329
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR184283_c0_g1_i1:51-1037(+)	AT1G05250.1	5.42e-119	345	301	55.814	71.10	90	329	32	328	1	325	26	325	1	N/A	N/A	N/A	N/A	AT1G05250.1 | Symbols:  | Peroxidase superfamily protein | chr1:1525924-1527169 REVERSE LENGTH=325
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR184283_c0_g1_i1:51-1037(+)	AT1G05240.1	5.42e-119	345	301	55.814	71.10	90	329	32	328	1	325	26	325	1	N/A	N/A	N/A	N/A	AT1G05240.1 | Symbols:  | Peroxidase superfamily protein | chr1:1521202-1522447 FORWARD LENGTH=325
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR184283_c0_g1_i1:51-1037(+)	AT2G39040.1	4.63e-94	283	307	49.511	62.54	91	329	30	328	1	350	44	350	1	N/A	N/A	N/A	N/A	AT2G39040.1 | Symbols:  | Peroxidase superfamily protein | chr2:16299463-16301173 REVERSE LENGTH=350
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR184283_c0_g1_i1:51-1037(+)	AT4G36430.1	7.21e-92	277	308	46.104	62.66	92	329	25	328	1	331	23	330	1	N/A	N/A	N/A	N/A	AT4G36430.1 | Symbols:  | Peroxidase superfamily protein | chr4:17204648-17205917 REVERSE LENGTH=331
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR184283_c0_g1_i1:51-1037(+)	AT2G18140.1	7.41e-92	277	335	44.776	59.40	98	329	6	328	1	337	1	335	1	N/A	N/A	N/A	N/A	AT2G18140.1 | Symbols:  | Peroxidase superfamily protein | chr2:7887584-7888878 REVERSE LENGTH=337
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR184411_c0_g2_i1:2-301(-)	AT1G12570.1	5.14e-25	97.4	99	52.525	69.70	99	100	1	99	1	572	205	294	1	N/A	N/A	N/A	N/A	AT1G12570.1 | Symbols:  | Glucose-methanol-choline (GMC) oxidoreductase family protein | chr1:4278192-4280753 REVERSE LENGTH=572
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR184411_c0_g2_i1:2-301(-)	AT3G56060.1	3.91e-24	94.7	100	52.000	69.00	99	100	1	99	1	577	205	296	1	N/A	N/A	N/A	N/A	AT3G56060.1 | Symbols:  | Glucose-methanol-choline (GMC) oxidoreductase family protein | chr3:20803328-20805983 REVERSE LENGTH=577
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR184411_c0_g2_i1:2-301(-)	AT5G51950.1	7.29e-24	94.0	99	54.545	71.72	99	100	1	99	1	586	205	294	1	N/A	N/A	N/A	N/A	AT5G51950.1 | Symbols:  | Glucose-methanol-choline (GMC) oxidoreductase family protein | chr5:21106093-21108559 REVERSE LENGTH=586
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR184411_c0_g2_i1:2-301(-)	AT5G51950.2	8.43e-24	94.0	99	54.545	71.72	99	100	1	99	1	553	172	261	1	N/A	N/A	N/A	N/A	AT5G51950.2 | Symbols:  | Glucose-methanol-choline (GMC) oxidoreductase family protein | chr5:21106093-21108348 REVERSE LENGTH=553
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR184411_c0_g2_i1:2-301(-)	AT1G72970.2	2.49e-22	89.7	100	48.000	66.00	100	100	1	100	1	567	222	311	1	N/A	N/A	N/A	N/A	AT1G72970.2 | Symbols: HTH, EDA17 | Glucose-methanol-choline (GMC) oxidoreductase family protein | chr1:27452872-27455706 FORWARD LENGTH=567
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR184411_c0_g2_i1:2-301(-)	AT1G72970.1	2.52e-22	89.7	100	48.000	66.00	100	100	1	100	1	594	222	311	1	N/A	N/A	N/A	N/A	AT1G72970.1 | Symbols: HTH, EDA17 | Glucose-methanol-choline (GMC) oxidoreductase family protein | chr1:27452872-27455706 FORWARD LENGTH=594
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR184485_c0_g2_i1:3-692(+)	AT4G14040.1	1.81e-132	381	229	75.983	88.21	99	230	1	229	1	487	259	487	1	N/A	N/A	N/A	N/A	AT4G14040.1 | Symbols: EDA38, SBP2 | selenium-binding protein 2 | chr4:8100691-8102828 REVERSE LENGTH=487
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR184485_c0_g2_i1:3-692(+)	AT4G14030.2	2.81e-131	379	229	75.546	88.21	99	230	1	229	1	490	262	490	1	N/A	N/A	N/A	N/A	AT4G14030.2 | Symbols: SBP1 | selenium-binding protein 1 | chr4:8098121-8100165 REVERSE LENGTH=490
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR184485_c0_g2_i1:3-692(+)	AT4G14030.1	2.81e-131	379	229	75.546	88.21	99	230	1	229	1	490	262	490	1	N/A	N/A	N/A	N/A	AT4G14030.1 | Symbols: SBP1 | selenium-binding protein 1 | chr4:8098121-8100165 REVERSE LENGTH=490
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR184485_c0_g2_i1:3-692(+)	AT3G23800.1	6.68e-129	372	229	76.419	87.34	99	230	1	229	1	480	252	480	1	N/A	N/A	N/A	N/A	AT3G23800.1 | Symbols: SBP3 | selenium-binding protein 3 | chr3:8581701-8583704 FORWARD LENGTH=480
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR184771_c0_g1_i1:397-1659(+)	AT5G61840.1	0.0	743	388	90.464	94.59	92	421	33	420	1	415	28	415	1	N/A	N/A	N/A	N/A	AT5G61840.1 | Symbols: GUT1 | Exostosin family protein | chr5:24839365-24841703 REVERSE LENGTH=415
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR184771_c0_g1_i1:397-1659(+)	AT1G27440.1	0.0	735	410	84.878	90.98	97	421	11	420	1	412	8	412	1	N/A	N/A	N/A	N/A	AT1G27440.1 | Symbols: GUT2, IRX10, ATGUT1 | Exostosin family protein | chr1:9529265-9531213 REVERSE LENGTH=412
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR184771_c0_g1_i1:397-1659(+)	AT5G22940.1	1.16e-102	313	347	42.075	63.11	81	421	54	396	1	469	109	455	1	N/A	N/A	N/A	N/A	AT5G22940.1 | Symbols: F8H | FRA8 homolog | chr5:7677197-7678892 FORWARD LENGTH=469
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR184771_c0_g1_i1:397-1659(+)	AT2G28110.1	7.32e-96	294	353	40.227	62.04	82	421	46	392	1	448	86	437	1	N/A	N/A	N/A	N/A	AT2G28110.1 | Symbols: FRA8, IRX7 | Exostosin family protein | chr2:11978024-11979641 REVERSE LENGTH=448
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR184771_c0_g1_i1:397-1659(+)	AT4G38040.1	7.53e-33	128	347	30.548	45.24	80	421	53	388	1	425	103	416	1	N/A	N/A	N/A	N/A	AT4G38040.1 | Symbols:  | Exostosin family protein | chr4:17867501-17869131 FORWARD LENGTH=425
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR184771_c0_g1_i1:397-1659(+)	AT5G37000.1	8.77e-31	124	264	31.818	48.11	60	421	100	351	1	547	282	522	1	N/A	N/A	N/A	N/A	AT5G37000.1 | Symbols:  | Exostosin family protein | chr5:14618107-14620282 FORWARD LENGTH=547
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR184771_c0_g1_i1:397-1659(+)	AT5G03795.1	5.42e-30	121	308	32.468	44.48	70	421	97	392	1	518	229	511	1	N/A	N/A	N/A	N/A	AT5G03795.1 | Symbols:  | Exostosin family protein | chr5:1007554-1010373 REVERSE LENGTH=518
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR184771_c0_g1_i1:397-1659(+)	AT5G11130.1	1.47e-29	119	321	29.595	45.79	74	421	77	388	1	480	167	467	1	N/A	N/A	N/A	N/A	AT5G11130.1 | Symbols:  | Exostosin family protein | chr5:3542320-3544724 FORWARD LENGTH=480
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR184771_c0_g1_i1:397-1659(+)	AT4G32790.1	3.59e-29	119	347	27.954	46.40	80	421	53	388	1	593	266	585	1	N/A	N/A	N/A	N/A	AT4G32790.1 | Symbols:  | Exostosin family protein | chr4:15812566-15814908 FORWARD LENGTH=593
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR184771_c0_g1_i1:397-1659(+)	AT5G25820.1	1.45e-28	118	264	31.061	47.35	62	421	130	388	1	654	400	644	1	N/A	N/A	N/A	N/A	AT5G25820.1 | Symbols:  | Exostosin family protein | chr5:8997248-8999574 REVERSE LENGTH=654
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR185011_c0_g2_i1:553-1107(+)	AT3G55180.1	3.06e-86	256	184	62.500	79.89	99	185	2	185	1	312	97	280	1	N/A	N/A	N/A	N/A	AT3G55180.1 | Symbols:  | alpha/beta-Hydrolases superfamily protein | chr3:20454903-20456682 FORWARD LENGTH=312
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR185011_c0_g2_i1:553-1107(+)	AT2G39420.1	2.57e-85	254	184	62.500	79.35	99	185	2	185	1	317	102	285	1	N/A	N/A	N/A	N/A	AT2G39420.1 | Symbols:  | alpha/beta-Hydrolases superfamily protein | chr2:16460442-16462872 FORWARD LENGTH=317
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR185011_c0_g2_i1:553-1107(+)	AT3G62860.1	1.70e-82	248	184	58.152	81.52	99	185	2	185	1	348	99	282	1	N/A	N/A	N/A	N/A	AT3G62860.1 | Symbols:  | alpha/beta-Hydrolases superfamily protein | chr3:23239577-23242143 REVERSE LENGTH=348
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR185011_c0_g2_i1:553-1107(+)	AT2G39410.2	1.29e-80	242	184	61.957	77.72	99	185	2	185	1	317	102	285	1	N/A	N/A	N/A	N/A	AT2G39410.2 | Symbols:  | alpha/beta-Hydrolases superfamily protein | chr2:16455667-16458217 FORWARD LENGTH=317
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR185011_c0_g2_i1:553-1107(+)	AT2G39400.1	2.25e-80	241	184	59.783	75.54	99	185	2	185	1	311	96	279	1	N/A	N/A	N/A	N/A	AT2G39400.1 | Symbols:  | alpha/beta-Hydrolases superfamily protein | chr2:16452719-16454650 FORWARD LENGTH=311
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR185011_c0_g2_i1:553-1107(+)	AT2G47630.1	1.08e-77	235	179	57.542	78.77	97	185	7	185	1	351	106	284	1	N/A	N/A	N/A	N/A	AT2G47630.1 | Symbols:  | alpha/beta-Hydrolases superfamily protein | chr2:19534637-19536911 FORWARD LENGTH=351
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR185011_c0_g2_i1:553-1107(+)	AT3G55190.1	1.07e-69	214	185	54.595	72.43	99	185	2	185	1	319	102	286	1	N/A	N/A	N/A	N/A	AT3G55190.1 | Symbols:  | alpha/beta-Hydrolases superfamily protein | chr3:20458007-20459890 FORWARD LENGTH=319
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR185011_c0_g2_i1:553-1107(+)	AT5G16120.1	9.72e-57	182	179	51.397	66.48	97	185	7	185	1	351	152	330	1	N/A	N/A	N/A	N/A	AT5G16120.1 | Symbols:  | alpha/beta-Hydrolases superfamily protein | chr5:5266048-5267775 FORWARD LENGTH=351
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR185011_c0_g2_i1:553-1107(+)	AT5G16120.2	2.02e-56	181	179	51.397	66.48	97	185	7	185	1	369	170	348	1	N/A	N/A	N/A	N/A	AT5G16120.2 | Symbols:  | alpha/beta-Hydrolases superfamily protein | chr5:5265820-5267775 FORWARD LENGTH=369
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR185011_c0_g2_i1:553-1107(+)	AT1G11090.1	3.84e-54	174	182	47.253	67.03	98	185	2	183	1	324	122	303	1	N/A	N/A	N/A	N/A	AT1G11090.1 | Symbols:  | alpha/beta-Hydrolases superfamily protein | chr1:3702655-3703629 FORWARD LENGTH=324
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR185178_c0_g1_i2:470-3718(-)	AT3G19170.1	0.0	1565	1000	73.500	86.10	92	1083	83	1082	1	1080	81	1080	1	N/A	N/A	N/A	N/A	AT3G19170.1 | Symbols: ATPREP1, ATZNMP, PREP1 | presequence protease 1 | chr3:6625578-6631874 REVERSE LENGTH=1080
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR185178_c0_g1_i2:470-3718(-)	AT1G49630.2	0.0	1553	1047	70.869	84.72	95	1083	50	1081	1	1080	33	1078	1	N/A	N/A	N/A	N/A	AT1G49630.2 | Symbols: ATPREP2, PREP2 | presequence protease 2 | chr1:18368405-18375336 REVERSE LENGTH=1080
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR185178_c0_g1_i2:470-3718(-)	AT1G49630.3	0.0	1553	1047	70.869	84.72	95	1083	50	1081	1	1080	33	1078	1	N/A	N/A	N/A	N/A	AT1G49630.3 | Symbols: ATPREP2, PREP2 | presequence protease 2 | chr1:18368405-18375336 REVERSE LENGTH=1080
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR185178_c0_g1_i2:470-3718(-)	AT1G49630.1	0.0	1553	1047	70.869	84.72	95	1083	50	1081	1	1080	33	1078	1	N/A	N/A	N/A	N/A	AT1G49630.1 | Symbols: ATPREP2, PREP2 | presequence protease 2 | chr1:18368405-18375336 REVERSE LENGTH=1080
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR185178_c0_g1_i2:470-3718(-)	AT3G19170.2	0.0	1506	1000	71.400	83.90	92	1083	83	1082	1	1069	81	1069	1	N/A	N/A	N/A	N/A	AT3G19170.2 | Symbols: PREP1 | presequence protease 1 | chr3:6625578-6631874 REVERSE LENGTH=1069
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR185561_c0_g1_i2:228-1139(-)	AT2G18360.1	2.59e-129	370	310	56.129	73.55	96	304	6	297	1	313	2	311	1	N/A	N/A	N/A	N/A	AT2G18360.1 | Symbols:  | alpha/beta-Hydrolases superfamily protein | chr2:7976848-7979221 REVERSE LENGTH=313
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR185561_c0_g1_i2:228-1139(-)	AT4G36610.1	7.48e-127	364	303	58.086	74.59	94	304	6	292	1	317	2	304	1	N/A	N/A	N/A	N/A	AT4G36610.1 | Symbols:  | alpha/beta-Hydrolases superfamily protein | chr4:17265545-17267274 REVERSE LENGTH=317
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR185561_c0_g1_i2:228-1139(-)	AT4G33180.1	2.90e-57	186	289	35.640	58.13	91	304	16	293	1	307	17	305	1	N/A	N/A	N/A	N/A	AT4G33180.1 | Symbols:  | alpha/beta-Hydrolases superfamily protein | chr4:16000282-16002055 FORWARD LENGTH=307
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR185561_c0_g1_i2:228-1139(-)	AT4G39955.1	5.10e-57	186	276	35.870	57.97	89	304	23	292	1	328	22	297	1	N/A	N/A	N/A	N/A	AT4G39955.1 | Symbols:  | alpha/beta-Hydrolases superfamily protein | chr4:18530573-18532088 FORWARD LENGTH=328
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR185561_c0_g1_i2:228-1139(-)	AT5G21950.1	8.11e-57	185	302	35.099	55.63	96	304	7	299	1	308	10	308	1	N/A	N/A	N/A	N/A	AT5G21950.1 | Symbols:  | alpha/beta-Hydrolases superfamily protein | chr5:7254067-7255866 REVERSE LENGTH=308
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR185561_c0_g1_i2:228-1139(-)	AT1G78210.1	3.81e-54	179	283	32.862	58.66	90	304	20	292	1	314	19	301	1	N/A	N/A	N/A	N/A	AT1G78210.1 | Symbols:  | alpha/beta-Hydrolases superfamily protein | chr1:29422820-29424294 REVERSE LENGTH=314
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR185561_c0_g1_i2:228-1139(-)	AT5G09430.1	1.95e-51	171	282	32.979	57.80	89	304	23	292	1	311	28	307	1	N/A	N/A	N/A	N/A	AT5G09430.1 | Symbols:  | alpha/beta-Hydrolases superfamily protein | chr5:2932162-2933362 FORWARD LENGTH=311
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR185561_c0_g1_i2:228-1139(-)	AT1G17430.1	1.93e-47	162	277	35.379	60.29	87	304	30	292	1	332	57	329	1	N/A	N/A	N/A	N/A	AT1G17430.1 | Symbols:  | alpha/beta-Hydrolases superfamily protein | chr1:5982310-5983919 FORWARD LENGTH=332
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR185561_c0_g1_i2:228-1139(-)	AT1G72620.1	2.95e-47	161	275	33.455	60.73	87	304	30	292	1	335	61	331	1	N/A	N/A	N/A	N/A	AT1G72620.1 | Symbols:  | alpha/beta-Hydrolases superfamily protein | chr1:27341079-27342401 FORWARD LENGTH=335
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR185582_c0_g1_i1:1-411(+)	AT1G22380.1	2.51e-31	115	128	46.094	62.50	93	137	1	127	1	488	364	484	1	N/A	N/A	N/A	N/A	AT1G22380.1 | Symbols: AtUGT85A3, UGT85A3 | UDP-glucosyl transferase 85A3 | chr1:7900522-7902332 REVERSE LENGTH=488
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR185582_c0_g1_i1:1-411(+)	AT1G05675.1	2.46e-30	113	120	45.833	62.50	88	137	1	120	1	453	333	449	1	N/A	N/A	N/A	N/A	AT1G05675.1 | Symbols:  | UDP-Glycosyltransferase superfamily protein | chr1:1701213-1702715 REVERSE LENGTH=453
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR185582_c0_g1_i1:1-411(+)	AT1G22400.1	1.25e-29	111	133	44.361	60.15	95	137	1	130	1	489	365	488	1	N/A	N/A	N/A	N/A	AT1G22400.1 | Symbols: UGT85A1, ATUGT85A1 | UDP-Glycosyltransferase superfamily protein | chr1:7903851-7906607 REVERSE LENGTH=489
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR185582_c0_g1_i1:1-411(+)	AT2G31790.1	1.52e-29	110	124	44.355	63.71	91	137	1	124	1	457	337	457	1	N/A	N/A	N/A	N/A	AT2G31790.1 | Symbols:  | UDP-Glycosyltransferase superfamily protein | chr2:13518269-13520167 FORWARD LENGTH=457
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR185582_c0_g1_i1:1-411(+)	AT1G05680.1	4.87e-29	109	120	45.833	64.17	88	137	1	120	1	453	333	449	1	N/A	N/A	N/A	N/A	AT1G05680.1 | Symbols: UGT74E2 | Uridine diphosphate glycosyltransferase 74E2 | chr1:1703196-1704639 REVERSE LENGTH=453
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR185582_c0_g1_i1:1-411(+)	AT2G31750.1	1.25e-28	108	126	43.651	61.90	91	137	1	124	1	456	333	455	1	N/A	N/A	N/A	N/A	AT2G31750.1 | Symbols: UGT74D1 | UDP-glucosyl transferase 74D1 | chr2:13497312-13499870 FORWARD LENGTH=456
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR185582_c0_g1_i1:1-411(+)	AT1G22340.1	2.97e-28	107	123	45.528	61.79	88	137	1	120	1	487	365	478	1	N/A	N/A	N/A	N/A	AT1G22340.1 | Symbols: AtUGT85A7, UGT85A7 | UDP-glucosyl transferase 85A7 | chr1:7890464-7892090 REVERSE LENGTH=487
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR185582_c0_g1_i1:1-411(+)	AT3G21560.1	3.29e-28	107	122	43.443	62.30	89	137	2	123	1	496	352	472	1	N/A	N/A	N/A	N/A	AT3G21560.1 | Symbols: UGT84A2 | UDP-Glycosyltransferase superfamily protein | chr3:7595884-7597374 FORWARD LENGTH=496
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR185582_c0_g1_i1:1-411(+)	AT3G46670.1	3.93e-28	107	125	43.200	61.60	91	137	1	125	1	451	333	450	1	N/A	N/A	N/A	N/A	AT3G46670.1 | Symbols: UGT76E11 | UDP-glucosyl transferase 76E11 | chr3:17192795-17194227 REVERSE LENGTH=451
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR185582_c0_g1_i1:1-411(+)	AT3G11340.1	4.52e-28	106	120	40.833	63.33	88	137	1	120	1	447	329	441	1	N/A	N/A	N/A	N/A	AT3G11340.1 | Symbols:  | UDP-Glycosyltransferase superfamily protein | chr3:3556728-3558149 FORWARD LENGTH=447
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR185582_c0_g2_i1:1-411(+)	AT1G22380.1	4.67e-31	115	128	45.312	62.50	93	137	1	127	1	488	364	484	1	N/A	N/A	N/A	N/A	AT1G22380.1 | Symbols: AtUGT85A3, UGT85A3 | UDP-glucosyl transferase 85A3 | chr1:7900522-7902332 REVERSE LENGTH=488
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR185582_c0_g2_i1:1-411(+)	AT1G05675.1	1.81e-30	113	120	45.833	62.50	88	137	1	120	1	453	333	449	1	N/A	N/A	N/A	N/A	AT1G05675.1 | Symbols:  | UDP-Glycosyltransferase superfamily protein | chr1:1701213-1702715 REVERSE LENGTH=453
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR185582_c0_g2_i1:1-411(+)	AT2G31790.1	1.33e-29	110	124	44.355	63.71	91	137	1	124	1	457	337	457	1	N/A	N/A	N/A	N/A	AT2G31790.1 | Symbols:  | UDP-Glycosyltransferase superfamily protein | chr2:13518269-13520167 FORWARD LENGTH=457
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR185582_c0_g2_i1:1-411(+)	AT1G05680.1	2.42e-29	110	120	45.833	64.17	88	137	1	120	1	453	333	449	1	N/A	N/A	N/A	N/A	AT1G05680.1 | Symbols: UGT74E2 | Uridine diphosphate glycosyltransferase 74E2 | chr1:1703196-1704639 REVERSE LENGTH=453
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR185582_c0_g2_i1:1-411(+)	AT1G22400.1	3.25e-29	110	133	43.609	60.15	95	137	1	130	1	489	365	488	1	N/A	N/A	N/A	N/A	AT1G22400.1 | Symbols: UGT85A1, ATUGT85A1 | UDP-Glycosyltransferase superfamily protein | chr1:7903851-7906607 REVERSE LENGTH=489
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR185582_c0_g2_i1:1-411(+)	AT2G31750.1	1.06e-28	108	122	45.082	63.11	88	137	1	120	1	456	333	451	1	N/A	N/A	N/A	N/A	AT2G31750.1 | Symbols: UGT74D1 | UDP-glucosyl transferase 74D1 | chr2:13497312-13499870 FORWARD LENGTH=456
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR185582_c0_g2_i1:1-411(+)	AT3G21560.1	2.89e-28	107	122	43.443	62.30	89	137	2	123	1	496	352	472	1	N/A	N/A	N/A	N/A	AT3G21560.1 | Symbols: UGT84A2 | UDP-Glycosyltransferase superfamily protein | chr3:7595884-7597374 FORWARD LENGTH=496
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR185582_c0_g2_i1:1-411(+)	AT1G22340.1	6.49e-28	106	123	44.715	61.79	88	137	1	120	1	487	365	478	1	N/A	N/A	N/A	N/A	AT1G22340.1 | Symbols: AtUGT85A7, UGT85A7 | UDP-glucosyl transferase 85A7 | chr1:7890464-7892090 REVERSE LENGTH=487
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR185582_c0_g2_i1:1-411(+)	AT3G11340.1	1.04e-27	105	120	40.000	63.33	88	137	1	120	1	447	329	441	1	N/A	N/A	N/A	N/A	AT3G11340.1 | Symbols:  | UDP-Glycosyltransferase superfamily protein | chr3:3556728-3558149 FORWARD LENGTH=447
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR185582_c0_g2_i1:1-411(+)	AT3G46670.1	1.15e-27	105	125	42.400	61.60	91	137	1	125	1	451	333	450	1	N/A	N/A	N/A	N/A	AT3G46670.1 | Symbols: UGT76E11 | UDP-glucosyl transferase 76E11 | chr3:17192795-17194227 REVERSE LENGTH=451
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR185849_c0_g1_i1:234-1733(+)	AT3G09710.1	4.14e-40	150	230	35.217	57.83	46	500	76	305	1	454	50	278	1	N/A	N/A	N/A	N/A	AT3G09710.1 | Symbols: IQD1 | IQ-domain 1 | chr3:2976834-2978900 REVERSE LENGTH=454
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR185849_c0_g1_i1:234-1733(+)	AT5G03040.3	5.24e-40	150	238	37.395	55.88	43	500	100	312	1	461	58	292	1	N/A	N/A	N/A	N/A	AT5G03040.3 | Symbols: iqd2 | IQ-domain 2 | chr5:710380-712406 REVERSE LENGTH=461
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR185849_c0_g1_i1:234-1733(+)	AT5G03040.2	5.24e-40	150	238	37.395	55.88	43	500	100	312	1	461	58	292	1	N/A	N/A	N/A	N/A	AT5G03040.2 | Symbols: iqd2 | IQ-domain 2 | chr5:710380-712406 REVERSE LENGTH=461
StoneCellBiosyn_Pooled_BBMerged_Trinity_3July2015_TR185849_c0_g1_i1:234-1733(+)	AT5G03040.1	5.24e-40	150	238	37.395	55.88	43	500	100	312	1	461	58	292	1	N/A	N/A	N/A	N/A	AT5G03040.1 | Symbols: iqd2 | IQ-domain 2 | chr5:710380-712406 REVERSE LENGTH=461
